erv_name	chromosome	start	end	strand	overlap_feature_types	overlapping_transcript_ids	overlapping_gene_ids	overlapping_gene_names	gene_biotypes	strand_overlap	closest_upstream_pc_gene
2277	6	102631419	102638257	+	no_overlap	.	.	.	.	none	.
ERVW-17	6	106228135	106235814	+	intron	ENST00000343245,ENST00000360666,ENST00000369070,ENST00000369076,ENST00000476518,ENST00000635758,ENST00000636335,ENST00000636437,ENST00000613993,ENST00000646025	ENSG00000057663	ATG5	protein_coding	opposite	.
2282	6	106807736	106820753	-	no_overlap	.	.	.	.	none	.
W-104	6	107299411	107300743	+	intron	ENST00000369031,ENST00000369037	ENSG00000164494	PDSS2	protein_coding	opposite	.
2285	6	109851790	109861853	-	intron	ENST00000675772	ENSG00000112367	FIG4	protein_coding	opposite	.
2284	6	109888671	109893202	-	no_overlap	.	.	.	.	none	.
2287	6	110499172	110506068	+	no_overlap	.	.	.	.	none	.
2288	6	110917872	110928127	+	exon	ENST00000402967	ENSG00000219329	.	processed_pseudogene	same	.
2289	6	111130927	111141848	+	intron	ENST00000368851	ENSG00000112394	SLC16A10	protein_coding	same	.
2292	6	113263299	113267207	-	no_overlap	.	.	.	.	none	.
2294	6	114010995	114018008	-	exon and intron	ENST00000522371,ENST00000691803,ENST00000519270,ENST00000519104,ENST00000523087	ENSG00000196591,ENSG00000228624	HDAC2,HDAC2-AS2	protein_coding,lncRNA	both	.
2295	6	114422437	114428336	-	exon and intron	ENST00000522697,ENST00000518470	ENSG00000228624	HDAC2-AS2	lncRNA	opposite	.
2297	6	114997808	115004280	+	exon and intron	ENST00000656833	ENSG00000287097	.	lncRNA	same	.
2296	6	115030725	115042978	+	no_overlap	.	.	.	.	none	.
2298	6	115232071	115241395	-	no_overlap	.	.	.	.	none	.
2301	6	116091021	116100418	+	intron	ENST00000692859	ENSG00000289376	.	lncRNA	opposite	.
2303	6	117658786	117665200	-	exon and intron	ENST00000702424,ENST00000702410	ENSG00000289372	.	lncRNA	same	.
2306	6	118574055	118578291	+	exon and intron	ENST00000472713,ENST00000659521,ENST00000360290,ENST00000368488,ENST00000368491,ENST00000392500,ENST00000419517,ENST00000434604,ENST00000462101,ENST00000476150,ENST00000483035	ENSG00000111860,ENSG00000286339	CEP85L	protein_coding,lncRNA	both	.
2305	6	118579851	118590655	+	exon and intron	ENST00000402595,ENST00000360290,ENST00000368488,ENST00000368491,ENST00000392500,ENST00000419517,ENST00000434604,ENST00000462101,ENST00000476150,ENST00000483035	ENSG00000217330,ENSG00000111860	SSXP10,CEP85L	processed_pseudogene,protein_coding	both	.
2307	6	118617101	118626810	+	intron	ENST00000360290,ENST00000368488,ENST00000368491,ENST00000392500,ENST00000419517,ENST00000434604,ENST00000462101,ENST00000476150,ENST00000483035	ENSG00000111860	CEP85L	protein_coding	opposite	.
2310	6	119394056	119399037	-	intron	ENST00000690557,ENST00000692359,ENST00000701050,ENST00000701673,ENST00000701940	ENSG00000287100	.	lncRNA	opposite	.
2312	6	119764797	119771994	-	no_overlap	.	.	.	.	none	.
2313	6	120460880	120468083	-	exon and intron	ENST00000657887	ENSG00000286540	.	lncRNA	opposite	.
2314	6	120925043	120931119	+	no_overlap	.	.	.	.	none	.
2315	6	121041383	121049351	+	no_overlap	.	.	.	.	none	.
2317	6	121191689	121199363	+	exon and intron	ENST00000464622,ENST00000398212,ENST00000398197,ENST00000275159	ENSG00000146350	TBC1D32	protein_coding	opposite	.
2318	6	121617318	121626521	-	exon and intron	ENST00000702730	ENSG00000290064	.	lncRNA	same	.
2319	6	121979108	121996577	+	no_overlap	.	.	.	.	none	.
2320	6	122504870	122514220	-	intron	ENST00000392491,ENST00000615438,ENST00000583007,ENST00000618977,ENST00000608895	ENSG00000135549	PKIB	protein_coding	opposite	.
2321	6	122590474	122600659	-	intron	ENST00000658962,ENST00000392491,ENST00000583007,ENST00000615438,ENST00000618977	ENSG00000287258,ENSG00000135549	PKIB	lncRNA,protein_coding	both	.
2322	6	122741797	122749237	-	exon	ENST00000496309	ENSG00000240606	RN7SL564P	misc_RNA	opposite	.
2323	6	122838868	122845748	+	no_overlap	.	.	.	.	none	.
2324	6	123556843	123562657	+	exon and intron	ENST00000648704,ENST00000334268,ENST00000361029,ENST00000422596,ENST00000542443,ENST00000546248,ENST00000628709,ENST00000662930	ENSG00000285691,ENSG00000186439	TRDN	lncRNA,protein_coding	both	.
2325	6	123582329	123588017	-	exon and intron	ENST00000422596,ENST00000361029,ENST00000334268,ENST00000542443,ENST00000546248,ENST00000628709,ENST00000662930	ENSG00000186439	TRDN	protein_coding	same	.
2328	6	124890406	124897762	+	intron	ENST00000655205,ENST00000663732,ENST00000663792,ENST00000666728,ENST00000658682,ENST00000663550,ENST00000687689,ENST00000656500,ENST00000657116,ENST00000662961	ENSG00000236548	RNF217-AS1	lncRNA	opposite	.
2329	6	125700302	125707480	-	exon and intron	ENST00000670227,ENST00000606334,ENST00000656901,ENST00000427852,ENST00000451660,ENST00000423208	ENSG00000224506,ENSG00000237742	LINC02523,HEY2-AS1	lncRNA	both	.
2331	6	126848845	126854456	+	intron	ENST00000650906,ENST00000651038,ENST00000651319,ENST00000651488,ENST00000651795,ENST00000652460,ENST00000651326,ENST00000652186,ENST00000650876,ENST00000650684,ENST00000650727,ENST00000650823,ENST00000651273,ENST00000651745,ENST00000651963,ENST00000652037,ENST00000652330,ENST00000652545,ENST00000651876	ENSG00000286215	.	transcribed_processed_pseudogene	opposite	.
2334	6	130192280	130199095	+	intron	ENST00000528422,ENST00000529723,ENST00000532309,ENST00000324172,ENST00000368134,ENST00000437477,ENST00000439090,ENST00000457563,ENST00000524930,ENST00000531544,ENST00000532763,ENST00000533296	ENSG00000164483	SAMD3	protein_coding	opposite	.
2339	6	131294371	131300270	+	exon and intron	ENST00000691727,ENST00000702750	ENSG00000289262,ENSG00000290067	.	lncRNA	both	.
2338	6	131323295	131329145	+	intron	ENST00000702750	ENSG00000290067	.	lncRNA	opposite	.
2337	6	131338776	131348185	+	intron	ENST00000702750	ENSG00000290067	.	lncRNA	opposite	.
2340	6	131401452	131414194	+	intron	ENST00000702750	ENSG00000290067	.	lncRNA	opposite	.
2342	6	131900683	131907723	+	exon and intron	ENST00000706350,ENST00000706327,ENST00000706322,ENST00000706323,ENST00000706324,ENST00000706351,ENST00000706325,ENST00000706326,ENST00000706352,ENST00000706328,ENST00000706305,ENST00000454596,ENST00000421310,ENST00000706294,ENST00000706329,ENST00000706330,ENST00000706331,ENST00000706353,ENST00000419695,ENST00000706354	ENSG00000228495	LINC01013	lncRNA	same	.
2344	6	134598239	134605136	-	exon and intron	ENST00000407496,ENST00000434593,ENST00000702656,ENST00000661776,ENST00000665479,ENST00000650393,ENST00000655921	ENSG00000218772,ENSG00000232310	FAM8A6P,LINC03002	processed_pseudogene,lncRNA	same	.
2345	6	137060289	137067134	-	no_overlap	.	.	.	.	none	.
2346	6	137163033	137170722	+	intron	ENST00000296980,ENST00000339602,ENST00000349184	ENSG00000164485	IL22RA2	protein_coding	opposite	.
2348	6	137717275	137724946	-	exon and intron	ENST00000646621,ENST00000635999	ENSG00000230533	LINC03004	lncRNA	opposite	.
2349	6	140255438	140263080	-	intron	ENST00000683950	ENSG00000288714	.	lncRNA	opposite	.
2350	6	140329787	140336058	-	intron	ENST00000684511	ENSG00000288714	.	lncRNA	opposite	.
2352	6	140687303	140702293	-	intron	ENST00000682976,ENST00000684511,ENST00000650553	ENSG00000288714,ENSG00000234147	.	lncRNA	both	.
2353	6	141175510	141183953	+	no_overlap	.	.	.	.	none	.
2356	6	141452939	141460677	+	no_overlap	.	.	.	.	none	.
2357	6	141955571	141965391	+	no_overlap	.	.	.	.	none	.
2358	6	142015648	142022089	+	no_overlap	.	.	.	.	none	.
2359	6	142536877	142541544	+	exon and intron	ENST00000654741,ENST00000447311,ENST00000635073	ENSG00000236366	.	lncRNA	opposite	.
2360	6	143077707	143086385	-	intron	ENST00000275235,ENST00000357847,ENST00000367601,ENST00000494282,ENST00000629020,ENST00000646199,ENST00000447498	ENSG00000146416	AIG1	protein_coding	opposite	.
W-38	6	144116323	144121561	-	no_overlap	.	.	.	.	none	.
2365	6	144923391	144932448	+	exon and intron	ENST00000701030	ENSG00000289850	.	lncRNA	same	.
2366	6	145104063	145108661	-	no_overlap	.	.	.	.	none	.
2368	6	145567896	145573953	-	intron	ENST00000450221,ENST00000638717	ENSG00000112425	EPM2A	protein_coding	same	.
2370	6	146447175	146456490	-	no_overlap	.	.	.	.	none	.
2371	6	148639771	148645510	+	no_overlap	.	.	.	.	none	.
2372	6	150849237	150856692	+	no_overlap	.	.	.	.	none	.
2373	6	150856844	150862887	+	no_overlap	.	.	.	.	none	.
2375	6	152037901	152042443	-	intron	ENST00000406599,ENST00000456483,ENST00000206249,ENST00000338799,ENST00000415488,ENST00000427531,ENST00000440973,ENST00000443427,ENST00000641399	ENSG00000091831	ESR1	protein_coding	opposite	.
2377	6	152490628	152497176	+	intron	ENST00000367253,ENST00000367255,ENST00000413186,ENST00000423061,ENST00000466159,ENST00000535896,ENST00000610489,ENST00000673163,ENST00000673281,ENST00000367248,ENST00000461872,ENST00000537750,ENST00000672122	ENSG00000131018	SYNE1	protein_coding	opposite	.
2378	6	153404512	153418847	-	exon and intron	ENST00000436953	ENSG00000237312	.	lncRNA	same	.
2380	6	153923207	153938073	+	no_overlap	.	.	.	.	none	.
2381	6	157700362	157706464	-	exon and intron	ENST00000614703	ENSG00000130340	SNX9	protein_coding	opposite	.
2382	6	158156791	158169360	-	exon and intron	ENST00000367101,ENST00000606965,ENST00000607071,ENST00000607742,ENST00000642244,ENST00000642903,ENST00000644972,ENST00000645077,ENST00000645172,ENST00000646190,ENST00000646208,ENST00000646410,ENST00000646562,ENST00000647468,ENST00000648111,ENST00000607000,ENST00000607778,ENST00000648328,ENST00000691867,ENST00000689383,ENST00000689809	ENSG00000122335,ENSG00000272047	SERAC1,GTF2H5	protein_coding	both	.
2383	6	158296636	158303484	-	exon and intron	ENST00000665073,ENST00000620026,ENST00000432358,ENST00000619713	ENSG00000287591,ENSG00000130338,ENSG00000274023	TULP4	lncRNA,protein_coding	both	.
2384	6	158611702	158621178	-	intron	ENST00000367090,ENST00000684151,ENST00000403590	ENSG00000146433,ENSG00000218226	TMEM181,TATDN2P2	protein_coding,processed_pseudogene	both	.
2386	6	158880394	158889163	-	intron	ENST00000486232,ENST00000663769,ENST00000666927,ENST00000367072,ENST00000654049,ENST00000655791,ENST00000653976,ENST00000686607,ENST00000693135,ENST00000650421,ENST00000658761,ENST00000659187,ENST00000692856,ENST00000700908,ENST00000367073,ENST00000643288,ENST00000663340,ENST00000663950	ENSG00000203711	LINC02901	lncRNA	opposite	.
2387	6	160228650	160234323	+	intron	ENST00000366953,ENST00000486916,ENST00000491092	ENSG00000112499	SLC22A2	protein_coding	opposite	.
2388	6	160286609	160292314	-	no_overlap	.	.	.	.	none	.
2390	6	160777445	160780103	+	intron	ENST00000619095	ENSG00000274903	.	unprocessed_pseudogene	same	.
2393	6	164336949	164344806	-	no_overlap	.	.	.	.	none	.
2394	6	164652121	164657950	-	no_overlap	.	.	.	.	none	.
2395	6	164807529	164814293	-	exon and intron	ENST00000664420,ENST00000656968,ENST00000656215,ENST00000663349,ENST00000662461	ENSG00000287550	.	lncRNA	same	.
2396	6	165057410	165066437	-	intron	ENST00000667740	ENSG00000287877	.	lncRNA	opposite	.
2399	6	165459655	165462231	+	intron	ENST00000366882,ENST00000649247,ENST00000539869,ENST00000647590,ENST00000647768,ENST00000647837,ENST00000647989,ENST00000648884,ENST00000648917,ENST00000649761,ENST00000672859,ENST00000672902,ENST00000676766,ENST00000676767,ENST00000678462,ENST00000678161,ENST00000649273	ENSG00000112541	PDE10A	protein_coding	opposite	.
2400	6	165525283	165530535	+	intron	ENST00000678161,ENST00000366882,ENST00000539869,ENST00000647590,ENST00000647768,ENST00000647837,ENST00000647989,ENST00000648884,ENST00000648917,ENST00000649247,ENST00000672859,ENST00000672902,ENST00000676766,ENST00000676767,ENST00000678462	ENSG00000112541	PDE10A	protein_coding	opposite	.
ERVW-19	6	166891078	166898253	+	intron	ENST00000507747,ENST00000512860	ENSG00000249141,ENSG00000071242	RPS6KA2	protein_coding	opposite	.
2405	6	169117391	169125403	+	no_overlap	.	.	.	.	none	.
2407	6	170594857	170596596	-	no_overlap	.	.	.	.	none	.
2409	7	4590929	4600359	-	no_overlap	.	.	.	.	none	.
2411	7	5021036	5028572	-	intron	ENST00000494947,ENST00000407184	ENSG00000196204,ENSG00000272968	RNF216P1,RBAK-RBAKDN	lncRNA,protein_coding	opposite	.
2413	7	6840767	6845943	-	no_overlap	.	.	.	.	none	.
2416	7	6871226	6875725	-	no_overlap	.	.	.	.	none	.
2417	7	6903781	6912297	+	no_overlap	.	.	.	.	none	.
2415	7	6947701	6958742	-	exon and intron	ENST00000701933,ENST00000671358,ENST00000702872	ENSG00000287860	.	lncRNA	same	.
2419	7	9016777	9025574	+	no_overlap	.	.	.	.	none	.
2420	7	9352194	9359230	-	no_overlap	.	.	.	.	none	.
2421	7	9451831	9464225	-	no_overlap	.	.	.	.	none	.
2424	7	11594241	11600178	+	intron	ENST00000423059	ENSG00000005108	THSD7A	protein_coding	opposite	.
2425	7	12066555	12075076	+	no_overlap	.	.	.	.	none	.
2427	7	12289621	12296117	+	no_overlap	.	.	.	.	none	.
2428	7	12589988	12596310	-	exon and intron	ENST00000486980,ENST00000518849,ENST00000523729,ENST00000519209,ENST00000297029,ENST00000341757	ENSG00000006747	SCIN	protein_coding	opposite	.
W-39	7	12852945	12853677	-	intron	ENST00000639998,ENST00000638964	ENSG00000229618	.	lncRNA	opposite	.
W-40	7	16677068	16677893	-	intron	ENST00000258761,ENST00000405202,ENST00000415365,ENST00000430000,ENST00000432311,ENST00000433922,ENST00000436868,ENST00000437745,ENST00000438834,ENST00000446596,ENST00000480517,ENST00000630952	ENSG00000136261	BZW2	protein_coding	opposite	.
2432	7	17414062	17420763	+	intron	ENST00000637807,ENST00000419463,ENST00000636929,ENST00000635900,ENST00000636703	ENSG00000283321,ENSG00000236318,ENSG00000236039	LINC02888,LINC02889	protein_coding,lncRNA	both	.
2433	7	19653820	19660927	-	no_overlap	.	.	.	.	none	.
2434	7	20120708	20126557	+	exon and intron	ENST00000691231,ENST00000457921,ENST00000415499,ENST00000590912,ENST00000418442,ENST00000435968,ENST00000437191	ENSG00000243004,ENSG00000267055	.	lncRNA	both	.
2435	7	20545775	20555651	+	no_overlap	.	.	.	.	none	.
2436	7	21500900	21508350	-	intron	ENST00000222584,ENST00000448246,ENST00000649633	ENSG00000105866	SP4	protein_coding	opposite	.
2437	7	21547318	21556347	-	intron	ENST00000409508	ENSG00000105877	DNAH11	protein_coding	opposite	.
2439	7	22703357	22709314	+	intron	ENST00000650428	ENSG00000105889	STEAP1B	protein_coding	opposite	.
2440	7	22913413	22917709	+	intron	ENST00000421730	ENSG00000122591	HYCC1	protein_coding	opposite	.
2441	7	23073207	23086251	-	no_overlap	.	.	.	.	none	.
2443	7	23854622	23861992	-	no_overlap	.	.	.	.	none	.
2444	7	24396490	24401068	+	intron	ENST00000662001	ENSG00000287523	.	lncRNA	opposite	.
2445	7	24789379	24795800	-	exon and intron	ENST00000666237	ENSG00000287093	.	lncRNA	same	OSBPL3
2446	7	26024192	26029813	-	no_overlap	.	.	.	.	none	.
2448	7	26996606	27001648	+	no_overlap	.	.	.	.	none	.
2449	7	29636374	29646231	-	exon and intron	ENST00000690394,ENST00000442865	ENSG00000288973,ENSG00000225264	ZNRF2P2	lncRNA,transcribed_processed_pseudogene	same	.
2450	7	29784991	29792474	+	no_overlap	.	.	.	.	none	.
2452	7	30480037	30484204	+	no_overlap	.	.	.	.	none	.
2453	7	30572444	30579657	-	exon and intron	ENST00000579024,ENST00000584621,ENST00000582145,ENST00000614950,ENST00000584108,ENST00000667129,ENST00000584023,ENST00000579174,ENST00000689508,ENST00000578245,ENST00000580440,ENST00000454922,ENST00000667137,ENST00000657049,ENST00000663462,ENST00000578994,ENST00000583664,ENST00000582549,ENST00000581665,ENST00000656284,ENST00000663944,ENST00000667338,ENST00000584372,ENST00000426529,ENST00000582733,ENST00000581794,ENST00000584199,ENST00000660767	ENSG00000196295	GARS1-DT	lncRNA	same	.
2454	7	31468029	31472374	-	no_overlap	.	.	.	.	none	.
2457	7	32832025	32843665	-	exon and intron	ENST00000426647	ENSG00000231952	DPY19L1P2	unprocessed_pseudogene	opposite	.
2458	7	33158829	33174607	-	intron	ENST00000671963,ENST00000242067,ENST00000350941,ENST00000355070,ENST00000396127,ENST00000425508,ENST00000433714,ENST00000465037,ENST00000671871,ENST00000671890,ENST00000671952,ENST00000672717,ENST00000672973,ENST00000673056,ENST00000673219,ENST00000673230,ENST00000673431,ENST00000673462,ENST00000442858,ENST00000672453	ENSG00000122507	BBS9	protein_coding	opposite	.
2459	7	34300136	34305572	-	no_overlap	.	.	.	.	none	.
W-106	7	35696137	35697017	+	exon and intron	ENST00000605778,ENST00000603731	ENSG00000271122,ENSG00000122557	HERPUD2-AS1,HERPUD2	lncRNA,protein_coding	both	.
2463	7	38160249	38162742	+	no_overlap	.	.	.	.	none	.
2466	7	39753488	39764403	+	exon and intron	ENST00000654922,ENST00000656108,ENST00000658784,ENST00000675279,ENST00000675949,ENST00000340510,ENST00000656391,ENST00000666283,ENST00000668152,ENST00000674829	ENSG00000188185	LINC00265	lncRNA	same	.
2468	7	40141769	40148199	-	exon and intron	ENST00000413931,ENST00000335693,ENST00000401647,ENST00000416370,ENST00000628514,ENST00000444074	ENSG00000175600	SUGCT	protein_coding	opposite	.
2469	7	40159745	40172712	-	intron	ENST00000335693,ENST00000401647,ENST00000416370,ENST00000628514,ENST00000444074,ENST00000413931	ENSG00000175600	SUGCT	protein_coding	opposite	.
2471	7	41547006	41559662	-	no_overlap	.	.	.	.	none	.
2472	7	42635554	42645915	+	no_overlap	.	.	.	.	none	.
2474	7	42869812	42876404	-	no_overlap	.	.	.	.	none	.
2477	7	43810662	43821357	+	no_overlap	.	.	.	.	none	BLVRA
2476	7	43853007	43866752	-	exon	ENST00000317534,ENST00000603700,ENST00000418740	ENSG00000062582,ENSG00000270617	MRPS24,URGCP-MRPS24	protein_coding	same	MRPS24
2480	7	46035742	46045152	-	no_overlap	.	.	.	.	none	.
2482	7	46461505	46471535	-	no_overlap	.	.	.	.	none	.
2483	7	47596624	47600888	+	no_overlap	.	.	.	.	none	.
2487	7	50063165	50071022	-	intron	ENST00000419417,ENST00000046087	ENSG00000042813	ZPBP	protein_coding	same	.
2489	7	50569794	50583890	+	no_overlap	.	.	.	.	none	.
2492	7	52334139	52340207	-	no_overlap	.	.	.	.	none	.
2495	7	53896423	53909276	+	no_overlap	.	.	.	.	none	.
2496	7	53955066	53962916	-	no_overlap	.	.	.	.	none	.
2498	7	54449626	54453236	+	exon	ENST00000659445	ENSG00000231427	LINC01445	lncRNA	same	.
2500	7	56145374	56149002	+	no_overlap	.	.	.	.	none	.
2501	7	56317447	56325260	+	exon and intron	ENST00000366280	ENSG00000203462	.	unprocessed_pseudogene	same	.
2518	7	64679994	64686561	+	exon and intron	ENST00000683492,ENST00000683656,ENST00000684494,ENST00000683053,ENST00000360117,ENST00000613690,ENST00000620827,ENST00000395391,ENST00000603878,ENST00000423627,ENST00000344930,ENST00000684016	ENSG00000196247,ENSG00000271550	ZNF107,BNIP3P11	protein_coding,processed_pseudogene	both	.
2519	7	64834894	64840158	-	exon	ENST00000427545	ENSG00000234338	.	processed_pseudogene	same	.
2522	7	64945897	64951162	+	exon and intron	ENST00000663172,ENST00000690692,ENST00000653683,ENST00000693332,ENST00000701261,ENST00000686651,ENST00000700883,ENST00000702021,ENST00000666422	ENSG00000286342	.	lncRNA	same	.
ERV3-1	7	64990354	65006746	-	exon and intron	ENST00000282869,ENST00000487644	ENSG00000152926	ZNF117	protein_coding	same	.
2523	7	65303097	65311524	+	exon and intron	ENST00000632111,ENST00000685802,ENST00000687368	ENSG00000282381	.	lncRNA	same	.
2525	7	65403284	65422188	+	no_overlap	.	.	.	.	none	ZNF92
2533	7	75781511	75789511	+	intron	ENST00000394905	ENSG00000006606	CCL26	protein_coding	opposite	.
2534	7	77339936	77345880	+	intron	ENST00000257626,ENST00000334003,ENST00000449779	ENSG00000186088	GSAP	protein_coding	opposite	.
2542	7	82637066	82645798	+	no_overlap	.	.	.	.	none	.
2543	7	83459667	83465385	+	exon and intron	ENST00000644381,ENST00000442159,ENST00000642232,ENST00000643230,ENST00000643441	ENSG00000170381	SEMA3E	protein_coding	opposite	.
2547	7	85737903	85746338	-	no_overlap	.	.	.	.	none	.
2548	7	86087732	86093417	+	no_overlap	.	.	.	.	none	.
2550	7	87322847	87330901	-	exon and intron	ENST00000661943,ENST00000416560,ENST00000421293,ENST00000359941,ENST00000653182,ENST00000432193,ENST00000686297,ENST00000610086,ENST00000685527,ENST00000685636,ENST00000685722,ENST00000686728,ENST00000687819,ENST00000688353,ENST00000689667,ENST00000702749,ENST00000690980,ENST00000701419,ENST00000702094	ENSG00000182165	TP53TG1	lncRNA	same	.
2552	7	88539954	88547816	-	exon and intron	ENST00000663862	ENSG00000233420	.	lncRNA	opposite	.
2554	7	91447794	91454614	-	intron	ENST00000418395,ENST00000456952	ENSG00000243144,ENSG00000235450	LINC02932	lncRNA	both	.
ERVW-1-2013	7	92467997	92478192	-	exon and intron	ENST00000604270,ENST00000603252,ENST00000493463,ENST00000658444,ENST00000427458	ENSG00000242950,ENSG00000244055	ERVW-1	protein_coding,lncRNA	both	.
2565	7	93639934	93645553	+	intron	ENST00000455502	ENSG00000127928	GNGT1	protein_coding	same	.
2566	7	94724234	94729309	-	no_overlap	.	.	.	.	none	.
2568	7	95341845	95352435	+	exon	ENST00000413824,ENST00000447766	ENSG00000237160,ENSG00000228751	.	processed_pseudogene	both	.
2574	7	97948902	97960343	-	intron	ENST00000641784,ENST00000641390	ENSG00000284707	.	lncRNA	same	.
2577	7	99723171	99729894	+	intron	ENST00000336374,ENST00000611620,ENST00000620220	ENSG00000160870,ENSG00000282301	CYP3A7,CYP3A7-CYP3A51P	protein_coding	opposite	.
2579	7	100838696	100847199	+	intron	ENST00000461016,ENST00000412754	ENSG00000146828,ENSG00000236305	SLC12A9,SLC12A9-AS1	protein_coding,lncRNA	both	.
2580	7	100923783	100933639	+	exon	ENST00000458329	ENSG00000235926	RPS29P15	processed_pseudogene	same	.
2581	7	102970587	102983136	+	exon and intron	ENST00000477915,ENST00000694870,ENST00000694871,ENST00000686902,ENST00000691436,ENST00000420058,ENST00000703021,ENST00000702962,ENST00000313221,ENST00000379305,ENST00000436908,ENST00000440067,ENST00000448002,ENST00000455112,ENST00000456695,ENST00000471074	ENSG00000161040,ENSG00000230257	FBXL13,NFE4	protein_coding,lncRNA	both	.
K-47	7	104747920	104752819	-	exon and intron	ENST00000449764,ENST00000433514,ENST00000401970,ENST00000424859,ENST00000683240,ENST00000684090	ENSG00000226869,ENSG00000187416	LHFPL3-AS1,LHFPL3	lncRNA,protein_coding	both	.
2585	7	106527171	106533482	-	intron	ENST00000485282,ENST00000592441,ENST00000490856	ENSG00000243797	.	lncRNA	same	.
2587	7	106829675	106838304	+	exon and intron	ENST00000490162,ENST00000636036	ENSG00000228742	LINC02577	lncRNA	same	.
2589	7	107093493	107108826	-	intron	ENST00000488792,ENST00000627539,ENST00000706587,ENST00000265717,ENST00000393613,ENST00000706580,ENST00000706581,ENST00000706582,ENST00000706583,ENST00000706584,ENST00000706585,ENST00000706586,ENST00000706588,ENST00000494849,ENST00000629022	ENSG00000005249,ENSG00000243193	PRKAR2B,PRKAR2B-AS1	protein_coding,lncRNA	both	.
2590	7	107383867	107391037	+	intron	ENST00000297135,ENST00000347053,ENST00000393603,ENST00000475638,ENST00000484237	ENSG00000164597	COG5	protein_coding	opposite	.
2592	7	108339801	108343838	+	intron	ENST00000351718,ENST00000379024,ENST00000379028,ENST00000413765,ENST00000418239	ENSG00000091129	NRCAM	protein_coding	opposite	.
2593	7	108669275	108676761	+	no_overlap	.	.	.	.	none	.
2594	7	109299478	109309846	+	no_overlap	.	.	.	.	none	.
2595	7	109591820	109597554	-	exon and intron	ENST00000412410	ENSG00000234273	.	lncRNA	same	.
2596	7	109789486	109802936	-	no_overlap	.	.	.	.	none	.
2598	7	112641284	112656844	+	exon and intron	ENST00000662984,ENST00000661554,ENST00000453459,ENST00000653349,ENST00000654684,ENST00000655918,ENST00000657316,ENST00000657817,ENST00000659268,ENST00000659368,ENST00000661783,ENST00000662309,ENST00000662625,ENST00000663080,ENST00000663814,ENST00000663988,ENST00000664010,ENST00000665310,ENST00000666635,ENST00000667178,ENST00000667242,ENST00000667580,ENST00000667945,ENST00000668050,ENST00000668809,ENST00000668947,ENST00000669892,ENST00000670567,ENST00000664143,ENST00000652784,ENST00000656697,ENST00000665657,ENST00000657014,ENST00000667747,ENST00000670213	ENSG00000223646	LINC03076	lncRNA	same	.
2599	7	113231859	113239308	-	no_overlap	.	.	.	.	none	.
W-42	7	114379086	114386320	-	intron	ENST00000441290,ENST00000412402,ENST00000440349,ENST00000495516,ENST00000634411,ENST00000634623,ENST00000635109,ENST00000635638,ENST00000703612,ENST00000703613,ENST00000703614,ENST00000703615,ENST00000703616	ENSG00000128573	FOXP2	protein_coding	opposite	.
2603	7	116455723	116462379	+	intron	ENST00000439070,ENST00000462876,ENST00000472470,ENST00000478226,ENST00000498493,ENST00000467035,ENST00000656866,ENST00000446355,ENST00000484871,ENST00000485561,ENST00000477018	ENSG00000237813,ENSG00000105971	CAV2	lncRNA,protein_coding	both	.
2604	7	118114163	118121690	+	no_overlap	.	.	.	.	none	.
2605	7	119184156	119191167	+	no_overlap	.	.	.	.	none	.
2607	7	119566443	119571926	+	intron	ENST00000660268	ENSG00000225546	LINC02476	lncRNA	opposite	.
2609	7	120009178	120015801	+	no_overlap	.	.	.	.	none	.
2608	7	120051511	120062744	-	no_overlap	.	.	.	.	none	.
2611	7	120777788	120782720	-	no_overlap	.	.	.	.	none	.
2612	7	120884896	120891241	-	no_overlap	.	.	.	.	none	.
2613	7	121315379	121322301	+	no_overlap	.	.	.	.	none	.
2614	7	121564820	121569265	-	no_overlap	.	.	.	.	none	.
W-108	7	122171653	122177595	+	intron	ENST00000655568,ENST00000657866,ENST00000662395,ENST00000668971,ENST00000685372,ENST00000688501,ENST00000701036,ENST00000701345,ENST00000655802	ENSG00000234418	.	lncRNA	same	.
2618	7	122817180	122827713	+	intron	ENST00000313070,ENST00000412584,ENST00000449022	ENSG00000081803	CADPS2	protein_coding	opposite	.
2620	7	124729156	124735358	+	no_overlap	.	.	.	.	none	.
2621	7	124957310	124967789	-	intron	ENST00000659682,ENST00000453342,ENST00000429134,ENST00000435452,ENST00000449642,ENST00000458437,ENST00000651909,ENST00000652238,ENST00000655668,ENST00000657042,ENST00000657149,ENST00000657167,ENST00000657213,ENST00000657243,ENST00000660851,ENST00000661643,ENST00000663263,ENST00000664377,ENST00000667446,ENST00000667793,ENST00000670073,ENST00000686986,ENST00000688362,ENST00000688691	ENSG00000224897	POT1-AS1	lncRNA	opposite	.
2623	7	125260114	125264637	-	exon and intron	ENST00000420224,ENST00000458437,ENST00000651909,ENST00000657243,ENST00000664377,ENST00000670073,ENST00000660851,ENST00000655668,ENST00000424515,ENST00000653619,ENST00000667489	ENSG00000219445,ENSG00000224897	POT1-AS1	lncRNA	both	.
2624	7	125309941	125313113	+	intron	ENST00000458437,ENST00000651909,ENST00000657243,ENST00000664377,ENST00000670073,ENST00000660851,ENST00000655668,ENST00000424515,ENST00000653619,ENST00000667489	ENSG00000224897	POT1-AS1	lncRNA	same	.
